Sample;20ms_raw;freilaufend_raw;Mittelwert_20ms;Mittelwert_freilaufend;20ms;freilaufend
843;215840;187479;213254.6729;187665.6733;2585.327148;-186.6733398
844;215834;187561;213254.6729;187665.6733;2579.327148;-104.6733398
845;215869;187675;213254.6729;187665.6733;2614.327148;9.326660156
846;215959;187592;213254.6729;187665.6733;2704.327148;-73.67333984
847;215786;187629;213254.6729;187665.6733;2531.327148;-36.67333984
848;215865;187615;213254.6729;187665.6733;2610.327148;-50.67333984
849;215847;187484;213254.6729;187665.6733;2592.327148;-181.6733398
850;215886;187493;213254.6729;187665.6733;2631.327148;-172.6733398
851;215823;187523;213254.6729;187665.6733;2568.327148;-142.6733398
852;215768;187606;213254.6729;187665.6733;2513.327148;-59.67333984
853;215759;187628;213254.6729;187665.6733;2504.327148;-37.67333984
854;215824;187565;213254.6729;187665.6733;2569.327148;-100.6733398
855;215766;187552;213254.6729;187665.6733;2511.327148;-113.6733398
856;215776;187559;213254.6729;187665.6733;2521.327148;-106.6733398
857;215742;187560;213254.6729;187665.6733;2487.327148;-105.6733398
858;215830;187622;213254.6729;187665.6733;2575.327148;-43.67333984
859;215774;187547;213254.6729;187665.6733;2519.327148;-118.6733398
860;215831;187532;213254.6729;187665.6733;2576.327148;-133.6733398
861;215727;187447;213254.6729;187665.6733;2472.327148;-218.6733398
862;215732;187464;213254.6729;187665.6733;2477.327148;-201.6733398
863;215733;187420;213254.6729;187665.6733;2478.327148;-245.6733398
864;215730;187421;213254.6729;187665.6733;2475.327148;-244.6733398
865;215893;187507;213254.6729;187665.6733;2638.327148;-158.6733398
866;215844;187449;213254.6729;187665.6733;2589.327148;-216.6733398
867;215850;187404;213254.6729;187665.6733;2595.327148;-261.6733398
868;215863;187499;213254.6729;187665.6733;2608.327148;-166.6733398
869;215890;187586;213254.6729;187665.6733;2635.327148;-79.67333984
870;215990;187575;213254.6729;187665.6733;2735.327148;-90.67333984
871;215971;187527;213254.6729;187665.6733;2716.327148;-138.6733398
872;216004;187578;213254.6729;187665.6733;2749.327148;-87.67333984
873;215951;187525;213254.6729;187665.6733;2696.327148;-140.6733398
874;215938;187581;213254.6729;187665.6733;2683.327148;-84.67333984
875;215902;187557;213254.6729;187665.6733;2647.327148;-108.6733398
876;215845;187563;213254.6729;187665.6733;2590.327148;-102.6733398
877;215915;187527;213254.6729;187665.6733;2660.327148;-138.6733398
878;215918;187449;213254.6729;187665.6733;2663.327148;-216.6733398
879;215892;187448;213254.6729;187665.6733;2637.327148;-217.6733398
880;215949;187425;213254.6729;187665.6733;2694.327148;-240.6733398
881;215896;187402;213254.6729;187665.6733;2641.327148;-263.6733398
882;215774;187396;213254.6729;187665.6733;2519.327148;-269.6733398
883;215818;187436;213254.6729;187665.6733;2563.327148;-229.6733398
884;215904;187459;213254.6729;187665.6733;2649.327148;-206.6733398
885;215928;187477;213254.6729;187665.6733;2673.327148;-188.6733398
886;215890;187416;213254.6729;187665.6733;2635.327148;-249.6733398
887;215762;187449;213254.6729;187665.6733;2507.327148;-216.6733398
888;215876;187629;213254.6729;187665.6733;2621.327148;-36.67333984
889;215913;187580;213254.6729;187665.6733;2658.327148;-85.67333984
890;215813;187657;213254.6729;187665.6733;2558.327148;-8.673339844
891;215917;187644;213254.6729;187665.6733;2662.327148;-21.67333984
892;215896;187597;213254.6729;187665.6733;2641.327148;-68.67333984
893;215871;187555;213254.6729;187665.6733;2616.327148;-110.6733398
894;215825;187450;213254.6729;187665.6733;2570.327148;-215.6733398
895;215910;187545;213254.6729;187665.6733;2655.327148;-120.6733398
896;215898;187524;213254.6729;187665.6733;2643.327148;-141.6733398
897;215928;187475;213254.6729;187665.6733;2673.327148;-190.6733398
898;215879;187620;213254.6729;187665.6733;2624.327148;-45.67333984
899;215906;187468;213254.6729;187665.6733;2651.327148;-197.6733398
900;215892;187577;213254.6729;187665.6733;2637.327148;-88.67333984
901;215803;187541;213254.6729;187665.6733;2548.327148;-124.6733398
902;215762;187559;213254.6729;187665.6733;2507.327148;-106.6733398
903;215738;187478;213254.6729;187665.6733;2483.327148;-187.6733398
904;215750;187533;213254.6729;187665.6733;2495.327148;-132.6733398
905;215827;187518;213254.6729;187665.6733;2572.327148;-147.6733398
906;215845;187527;213254.6729;187665.6733;2590.327148;-138.6733398
907;215886;187590;213254.6729;187665.6733;2631.327148;-75.67333984
908;215823;187503;213254.6729;187665.6733;2568.327148;-162.6733398
909;215813;187624;213254.6729;187665.6733;2558.327148;-41.67333984
910;215869;187590;213254.6729;187665.6733;2614.327148;-75.67333984
911;215930;187578;213254.6729;187665.6733;2675.327148;-87.67333984
912;215830;187508;213254.6729;187665.6733;2575.327148;-157.6733398
913;215786;187408;213254.6729;187665.6733;2531.327148;-257.6733398
914;215719;187507;213254.6729;187665.6733;2464.327148;-158.6733398
915;215670;187547;213254.6729;187665.6733;2415.327148;-118.6733398
916;215767;187663;213254.6729;187665.6733;2512.327148;-2.673339844
917;215675;187604;213254.6729;187665.6733;2420.327148;-61.67333984
918;215808;187613;213254.6729;187665.6733;2553.327148;-52.67333984
919;215763;187662;213254.6729;187665.6733;2508.327148;-3.673339844
920;215835;187668;213254.6729;187665.6733;2580.327148;2.326660156
921;215937;187559;213254.6729;187665.6733;2682.327148;-106.6733398
922;215929;187531;213254.6729;187665.6733;2674.327148;-134.6733398
923;215866;187597;213254.6729;187665.6733;2611.327148;-68.67333984
924;215870;187620;213254.6729;187665.6733;2615.327148;-45.67333984
925;215904;187607;213254.6729;187665.6733;2649.327148;-58.67333984
926;215995;187697;213254.6729;187665.6733;2740.327148;31.32666016
927;215937;187683;213254.6729;187665.6733;2682.327148;17.32666016
928;215978;187679;213254.6729;187665.6733;2723.327148;13.32666016
929;215889;187606;213254.6729;187665.6733;2634.327148;-59.67333984
930;215939;187517;213254.6729;187665.6733;2684.327148;-148.6733398
931;215901;187686;213254.6729;187665.6733;2646.327148;20.32666016
932;215942;187679;213254.6729;187665.6733;2687.327148;13.32666016
933;215840;187691;213254.6729;187665.6733;2585.327148;25.32666016
934;215760;187656;213254.6729;187665.6733;2505.327148;-9.673339844
935;215704;187763;213254.6729;187665.6733;2449.327148;97.32666016
936;215795;187706;213254.6729;187665.6733;2540.327148;40.32666016
937;215875;187647;213254.6729;187665.6733;2620.327148;-18.67333984
938;215779;187598;213254.6729;187665.6733;2524.327148;-67.67333984
939;215744;187678;213254.6729;187665.6733;2489.327148;12.32666016
940;215774;187651;213254.6729;187665.6733;2519.327148;-14.67333984
941;215775;187749;213254.6729;187665.6733;2520.327148;83.32666016
942;215882;187553;213254.6729;187665.6733;2627.327148;-112.6733398
943;215924;187741;213254.6729;187665.6733;2669.327148;75.32666016
944;215857;187645;213254.6729;187665.6733;2602.327148;-20.67333984
945;215849;187668;213254.6729;187665.6733;2594.327148;2.326660156
946;215892;187683;213254.6729;187665.6733;2637.327148;17.32666016
947;215967;187585;213254.6729;187665.6733;2712.327148;-80.67333984
948;215881;187694;213254.6729;187665.6733;2626.327148;28.32666016
949;215923;187618;213254.6729;187665.6733;2668.327148;-47.67333984
950;215863;187641;213254.6729;187665.6733;2608.327148;-24.67333984
951;215844;187743;213254.6729;187665.6733;2589.327148;77.32666016
952;215770;187716;213254.6729;187665.6733;2515.327148;50.32666016
953;215884;187691;213254.6729;187665.6733;2629.327148;25.32666016
954;215855;187688;213254.6729;187665.6733;2600.327148;22.32666016
955;215824;187623;213254.6729;187665.6733;2569.327148;-42.67333984
956;215845;187581;213254.6729;187665.6733;2590.327148;-84.67333984
957;215850;187562;213254.6729;187665.6733;2595.327148;-103.6733398
958;215857;187523;213254.6729;187665.6733;2602.327148;-142.6733398
959;215847;187640;213254.6729;187665.6733;2592.327148;-25.67333984
960;215741;187613;213254.6729;187665.6733;2486.327148;-52.67333984
961;215658;187770;213254.6729;187665.6733;2403.327148;104.3266602
962;215669;187747;213254.6729;187665.6733;2414.327148;81.32666016
963;215719;187745;213254.6729;187665.6733;2464.327148;79.32666016
964;215809;187729;213254.6729;187665.6733;2554.327148;63.32666016
965;215805;187735;213254.6729;187665.6733;2550.327148;69.32666016
966;215643;187741;213254.6729;187665.6733;2388.327148;75.32666016
967;215587;187731;213254.6729;187665.6733;2332.327148;65.32666016
968;215687;187722;213254.6729;187665.6733;2432.327148;56.32666016
969;215681;187739;213254.6729;187665.6733;2426.327148;73.32666016
970;215593;187688;213254.6729;187665.6733;2338.327148;22.32666016
971;215668;187679;213254.6729;187665.6733;2413.327148;13.32666016
972;215628;187745;213254.6729;187665.6733;2373.327148;79.32666016
973;215612;187849;213254.6729;187665.6733;2357.327148;183.3266602
974;215665;187778;213254.6729;187665.6733;2410.327148;112.3266602
975;215751;187670;213254.6729;187665.6733;2496.327148;4.326660156
976;215694;187698;213254.6729;187665.6733;2439.327148;32.32666016
977;215671;187639;213254.6729;187665.6733;2416.327148;-26.67333984
978;215673;187656;213254.6729;187665.6733;2418.327148;-9.673339844
979;215657;187766;213254.6729;187665.6733;2402.327148;100.3266602
980;215620;187746;213254.6729;187665.6733;2365.327148;80.32666016
981;215628;187730;213254.6729;187665.6733;2373.327148;64.32666016
982;215716;187741;213254.6729;187665.6733;2461.327148;75.32666016
983;215717;187667;213254.6729;187665.6733;2462.327148;1.326660156
984;215665;187709;213254.6729;187665.6733;2410.327148;43.32666016
985;215724;187653;213254.6729;187665.6733;2469.327148;-12.67333984
986;215805;187718;213254.6729;187665.6733;2550.327148;52.32666016
987;215759;187759;213254.6729;187665.6733;2504.327148;93.32666016
988;215690;187676;213254.6729;187665.6733;2435.327148;10.32666016
989;215729;187721;213254.6729;187665.6733;2474.327148;55.32666016
990;215728;187815;213254.6729;187665.6733;2473.327148;149.3266602
991;215673;187909;213254.6729;187665.6733;2418.327148;243.3266602
992;215683;187995;213254.6729;187665.6733;2428.327148;329.3266602
993;215655;187821;213254.6729;187665.6733;2400.327148;155.3266602
994;215691;187975;213254.6729;187665.6733;2436.327148;309.3266602
995;215648;188064;213254.6729;187665.6733;2393.327148;398.3266602
996;215618;187991;213254.6729;187665.6733;2363.327148;325.3266602
997;215750;187955;213254.6729;187665.6733;2495.327148;289.3266602
998;215796;187959;213254.6729;187665.6733;2541.327148;293.3266602
999;215776;188017;213254.6729;187665.6733;2521.327148;351.3266602
1000;215703;188016;213254.6729;187665.6733;2448.327148;350.3266602
1001;215660;188000;213254.6729;187665.6733;2405.327148;334.3266602
1002;215695;187942;213254.6729;187665.6733;2440.327148;276.3266602
1003;215749;187942;213254.6729;187665.6733;2494.327148;276.3266602
1004;215638;187859;213254.6729;187665.6733;2383.327148;193.3266602
1005;215571;187867;213254.6729;187665.6733;2316.327148;201.3266602
1006;215668;187917;213254.6729;187665.6733;2413.327148;251.3266602
1007;215650;187948;213254.6729;187665.6733;2395.327148;282.3266602
1008;215620;187962;213254.6729;187665.6733;2365.327148;296.3266602
1009;215681;187848;213254.6729;187665.6733;2426.327148;182.3266602
1010;215777;187821;213254.6729;187665.6733;2522.327148;155.3266602
1011;215672;187789;213254.6729;187665.6733;2417.327148;123.3266602
1012;215699;187919;213254.6729;187665.6733;2444.327148;253.3266602
1013;215679;187855;213254.6729;187665.6733;2424.327148;189.3266602
1014;215776;187897;213254.6729;187665.6733;2521.327148;231.3266602
1015;215767;187881;213254.6729;187665.6733;2512.327148;215.3266602
1016;215882;187942;213254.6729;187665.6733;2627.327148;276.3266602
1017;215846;187918;213254.6729;187665.6733;2591.327148;252.3266602
1018;215763;187853;213254.6729;187665.6733;2508.327148;187.3266602
1019;215829;187946;213254.6729;187665.6733;2574.327148;280.3266602
1020;215809;187964;213254.6729;187665.6733;2554.327148;298.3266602
1021;215745;187896;213254.6729;187665.6733;2490.327148;230.3266602
1022;215762;187858;213254.6729;187665.6733;2507.327148;192.3266602
1023;215712;187872;213254.6729;187665.6733;2457.327148;206.3266602
1024;215592;187793;213254.6729;187665.6733;2337.327148;127.3266602
1025;215564;187874;213254.6729;187665.6733;2309.327148;208.3266602
1026;215538;187855;213254.6729;187665.6733;2283.327148;189.3266602
1027;215486;187706;213254.6729;187665.6733;2231.327148;40.32666016
1028;215437;187775;213254.6729;187665.6733;2182.327148;109.3266602
1029;215441;187764;213254.6729;187665.6733;2186.327148;98.32666016
1030;215540;187853;213254.6729;187665.6733;2285.327148;187.3266602
1031;215357;187756;213254.6729;187665.6733;2102.327148;90.32666016
1032;215386;187810;213254.6729;187665.6733;2131.327148;144.3266602
1033;215414;187839;213254.6729;187665.6733;2159.327148;173.3266602
1034;215475;187946;213254.6729;187665.6733;2220.327148;280.3266602
1035;215438;187722;213254.6729;187665.6733;2183.327148;56.32666016
1036;215439;187806;213254.6729;187665.6733;2184.327148;140.3266602
1037;215585;187824;213254.6729;187665.6733;2330.327148;158.3266602
1038;215620;187817;213254.6729;187665.6733;2365.327148;151.3266602
1039;215501;187757;213254.6729;187665.6733;2246.327148;91.32666016
1040;215351;187841;213254.6729;187665.6733;2096.327148;175.3266602
1041;215512;187837;213254.6729;187665.6733;2257.327148;171.3266602
1042;215458;187833;213254.6729;187665.6733;2203.327148;167.3266602
1043;215617;187850;213254.6729;187665.6733;2362.327148;184.3266602
1044;215571;187837;213254.6729;187665.6733;2316.327148;171.3266602
1045;215551;187854;213254.6729;187665.6733;2296.327148;188.3266602
1046;215414;187888;213254.6729;187665.6733;2159.327148;222.3266602
1047;215481;187852;213254.6729;187665.6733;2226.327148;186.3266602
1048;215416;187902;213254.6729;187665.6733;2161.327148;236.3266602
1049;215674;187984;213254.6729;187665.6733;2419.327148;318.3266602
1050;215622;187962;213254.6729;187665.6733;2367.327148;296.3266602
1051;215563;187853;213254.6729;187665.6733;2308.327148;187.3266602
1052;215501;187934;213254.6729;187665.6733;2246.327148;268.3266602
1053;215551;187856;213254.6729;187665.6733;2296.327148;190.3266602
1054;215607;187826;213254.6729;187665.6733;2352.327148;160.3266602
1055;215572;187730;213254.6729;187665.6733;2317.327148;64.32666016
1056;215426;187854;213254.6729;187665.6733;2171.327148;188.3266602
1057;215458;187743;213254.6729;187665.6733;2203.327148;77.32666016
1058;215485;187796;213254.6729;187665.6733;2230.327148;130.3266602
1059;215383;187908;213254.6729;187665.6733;2128.327148;242.3266602
1060;215364;187781;213254.6729;187665.6733;2109.327148;115.3266602
1061;215303;187815;213254.6729;187665.6733;2048.327148;149.3266602
1062;215358;187882;213254.6729;187665.6733;2103.327148;216.3266602
1063;215298;187803;213254.6729;187665.6733;2043.327148;137.3266602
1064;215326;187876;213254.6729;187665.6733;2071.327148;210.3266602
1065;215326;187891;213254.6729;187665.6733;2071.327148;225.3266602
1066;215323;187817;213254.6729;187665.6733;2068.327148;151.3266602
1067;215304;187882;213254.6729;187665.6733;2049.327148;216.3266602
1068;215249;187986;213254.6729;187665.6733;1994.327148;320.3266602
1069;215400;187970;213254.6729;187665.6733;2145.327148;304.3266602
1070;215307;187949;213254.6729;187665.6733;2052.327148;283.3266602
1071;215277;187839;213254.6729;187665.6733;2022.327148;173.3266602
1072;215224;187974;213254.6729;187665.6733;1969.327148;308.3266602
1073;215324;187846;213254.6729;187665.6733;2069.327148;180.3266602
1074;215360;187928;213254.6729;187665.6733;2105.327148;262.3266602
1075;215410;187918;213254.6729;187665.6733;2155.327148;252.3266602
1076;215320;187953;213254.6729;187665.6733;2065.327148;287.3266602
1077;215361;187872;213254.6729;187665.6733;2106.327148;206.3266602
1078;215482;187800;213254.6729;187665.6733;2227.327148;134.3266602
1079;215450;187830;213254.6729;187665.6733;2195.327148;164.3266602
1080;215320;187854;213254.6729;187665.6733;2065.327148;188.3266602
1081;215304;187717;213254.6729;187665.6733;2049.327148;51.32666016
1082;215324;187783;213254.6729;187665.6733;2069.327148;117.3266602
1083;215377;187781;213254.6729;187665.6733;2122.327148;115.3266602
1084;215397;187826;213254.6729;187665.6733;2142.327148;160.3266602
1085;215312;187931;213254.6729;187665.6733;2057.327148;265.3266602
1086;215260;187885;213254.6729;187665.6733;2005.327148;219.3266602
1087;215222;187814;213254.6729;187665.6733;1967.327148;148.3266602
1088;215390;187814;213254.6729;187665.6733;2135.327148;148.3266602
1089;215215;187757;213254.6729;187665.6733;1960.327148;91.32666016
1090;215248;187684;213254.6729;187665.6733;1993.327148;18.32666016
1091;215306;187738;213254.6729;187665.6733;2051.327148;72.32666016
1092;215291;187662;213254.6729;187665.6733;2036.327148;-3.673339844
1093;215202;187786;213254.6729;187665.6733;1947.327148;120.3266602
1094;215182;187827;213254.6729;187665.6733;1927.327148;161.3266602
1095;215167;187946;213254.6729;187665.6733;1912.327148;280.3266602
1096;215210;187931;213254.6729;187665.6733;1955.327148;265.3266602
1097;215200;187839;213254.6729;187665.6733;1945.327148;173.3266602
1098;215122;187885;213254.6729;187665.6733;1867.327148;219.3266602
1099;215191;187876;213254.6729;187665.6733;1936.327148;210.3266602
1100;215200;187863;213254.6729;187665.6733;1945.327148;197.3266602
1101;215229;187940;213254.6729;187665.6733;1974.327148;274.3266602
1102;215204;187942;213254.6729;187665.6733;1949.327148;276.3266602
1103;215222;187897;213254.6729;187665.6733;1967.327148;231.3266602
1104;215147;187959;213254.6729;187665.6733;1892.327148;293.3266602
1105;215215;187922;213254.6729;187665.6733;1960.327148;256.3266602
1106;215250;187814;213254.6729;187665.6733;1995.327148;148.3266602
1107;215129;188081;213254.6729;187665.6733;1874.327148;415.3266602
1108;215124;187928;213254.6729;187665.6733;1869.327148;262.3266602
1109;215110;188026;213254.6729;187665.6733;1855.327148;360.3266602
1110;215108;187926;213254.6729;187665.6733;1853.327148;260.3266602
1111;215120;187924;213254.6729;187665.6733;1865.327148;258.3266602
1112;215031;187841;213254.6729;187665.6733;1776.327148;175.3266602
1113;215231;187900;213254.6729;187665.6733;1976.327148;234.3266602
1114;215147;187824;213254.6729;187665.6733;1892.327148;158.3266602
1115;215164;187926;213254.6729;187665.6733;1909.327148;260.3266602
1116;215147;187807;213254.6729;187665.6733;1892.327148;141.3266602
1117;215162;187804;213254.6729;187665.6733;1907.327148;138.3266602
1118;215102;187897;213254.6729;187665.6733;1847.327148;231.3266602
1119;215181;187879;213254.6729;187665.6733;1926.327148;213.3266602
1120;215116;187854;213254.6729;187665.6733;1861.327148;188.3266602
1121;215090;187854;213254.6729;187665.6733;1835.327148;188.3266602
1122;215135;187832;213254.6729;187665.6733;1880.327148;166.3266602
1123;215147;187812;213254.6729;187665.6733;1892.327148;146.3266602
1124;215006;187811;213254.6729;187665.6733;1751.327148;145.3266602
1125;214999;187749;213254.6729;187665.6733;1744.327148;83.32666016
1126;215013;187775;213254.6729;187665.6733;1758.327148;109.3266602
1127;215116;187780;213254.6729;187665.6733;1861.327148;114.3266602
1128;215115;187758;213254.6729;187665.6733;1860.327148;92.32666016
1129;215005;187778;213254.6729;187665.6733;1750.327148;112.3266602
1130;215011;187776;213254.6729;187665.6733;1756.327148;110.3266602
1131;215007;187854;213254.6729;187665.6733;1752.327148;188.3266602
1132;215106;187906;213254.6729;187665.6733;1851.327148;240.3266602
1133;215154;187854;213254.6729;187665.6733;1899.327148;188.3266602
1134;215064;187800;213254.6729;187665.6733;1809.327148;134.3266602
1135;215049;187965;213254.6729;187665.6733;1794.327148;299.3266602
1136;215007;187916;213254.6729;187665.6733;1752.327148;250.3266602
1137;214945;187746;213254.6729;187665.6733;1690.327148;80.32666016
1138;214886;187902;213254.6729;187665.6733;1631.327148;236.3266602
1139;215017;187744;213254.6729;187665.6733;1762.327148;78.32666016
1140;214955;187943;213254.6729;187665.6733;1700.327148;277.3266602
1141;215096;187907;213254.6729;187665.6733;1841.327148;241.3266602
1142;215052;187818;213254.6729;187665.6733;1797.327148;152.3266602
1143;214945;187751;213254.6729;187665.6733;1690.327148;85.32666016
1144;215077;187837;213254.6729;187665.6733;1822.327148;171.3266602
1145;214992;187891;213254.6729;187665.6733;1737.327148;225.3266602
1146;215032;187798;213254.6729;187665.6733;1777.327148;132.3266602
1147;215108;187822;213254.6729;187665.6733;1853.327148;156.3266602
1148;215129;187764;213254.6729;187665.6733;1874.327148;98.32666016
1149;215117;187867;213254.6729;187665.6733;1862.327148;201.3266602
1150;215140;187786;213254.6729;187665.6733;1885.327148;120.3266602
1151;214993;187842;213254.6729;187665.6733;1738.327148;176.3266602
1152;215081;187935;213254.6729;187665.6733;1826.327148;269.3266602
1153;215037;187944;213254.6729;187665.6733;1782.327148;278.3266602
1154;215097;187891;213254.6729;187665.6733;1842.327148;225.3266602
1155;215008;187906;213254.6729;187665.6733;1753.327148;240.3266602
1156;214903;187952;213254.6729;187665.6733;1648.327148;286.3266602
1157;214832;187997;213254.6729;187665.6733;1577.327148;331.3266602
1158;214855;188038;213254.6729;187665.6733;1600.327148;372.3266602
1159;214806;188104;213254.6729;187665.6733;1551.327148;438.3266602
1160;214960;187939;213254.6729;187665.6733;1705.327148;273.3266602
1161;214829;187891;213254.6729;187665.6733;1574.327148;225.3266602
1162;214849;187865;213254.6729;187665.6733;1594.327148;199.3266602
1163;214899;187867;213254.6729;187665.6733;1644.327148;201.3266602
1164;214854;187876;213254.6729;187665.6733;1599.327148;210.3266602
1165;214910;187852;213254.6729;187665.6733;1655.327148;186.3266602
1166;214973;187964;213254.6729;187665.6733;1718.327148;298.3266602
1167;214933;187863;213254.6729;187665.6733;1678.327148;197.3266602
1168;214976;187776;213254.6729;187665.6733;1721.327148;110.3266602
1169;214869;187802;213254.6729;187665.6733;1614.327148;136.3266602
1170;214889;187843;213254.6729;187665.6733;1634.327148;177.3266602
1171;214875;187846;213254.6729;187665.6733;1620.327148;180.3266602
1172;214920;187962;213254.6729;187665.6733;1665.327148;296.3266602
1173;214933;187993;213254.6729;187665.6733;1678.327148;327.3266602
1174;214872;188001;213254.6729;187665.6733;1617.327148;335.3266602
1175;214907;187965;213254.6729;187665.6733;1652.327148;299.3266602
1176;214800;187909;213254.6729;187665.6733;1545.327148;243.3266602
1177;214851;187968;213254.6729;187665.6733;1596.327148;302.3266602
1178;214750;187878;213254.6729;187665.6733;1495.327148;212.3266602
1179;214803;187916;213254.6729;187665.6733;1548.327148;250.3266602
1180;214801;187801;213254.6729;187665.6733;1546.327148;135.3266602
1181;214790;187851;213254.6729;187665.6733;1535.327148;185.3266602
1182;214834;187839;213254.6729;187665.6733;1579.327148;173.3266602
1183;214727;187833;213254.6729;187665.6733;1472.327148;167.3266602
1184;214757;187818;213254.6729;187665.6733;1502.327148;152.3266602
1185;214832;187853;213254.6729;187665.6733;1577.327148;187.3266602
1186;214837;187838;213254.6729;187665.6733;1582.327148;172.3266602
1187;214751;187803;213254.6729;187665.6733;1496.327148;137.3266602
1188;214696;187844;213254.6729;187665.6733;1441.327148;178.3266602
1189;214723;187795;213254.6729;187665.6733;1468.327148;129.3266602
1190;214707;187936;213254.6729;187665.6733;1452.327148;270.3266602
1191;214800;187870;213254.6729;187665.6733;1545.327148;204.3266602
1192;214682;187890;213254.6729;187665.6733;1427.327148;224.3266602
1193;214715;187830;213254.6729;187665.6733;1460.327148;164.3266602
1194;214693;187769;213254.6729;187665.6733;1438.327148;103.3266602
1195;214751;187755;213254.6729;187665.6733;1496.327148;89.32666016
1196;214758;187873;213254.6729;187665.6733;1503.327148;207.3266602
1197;214752;187916;213254.6729;187665.6733;1497.327148;250.3266602
1198;214739;187859;213254.6729;187665.6733;1484.327148;193.3266602
1199;214618;187744;213254.6729;187665.6733;1363.327148;78.32666016
1200;214701;187788;213254.6729;187665.6733;1446.327148;122.3266602
1201;214710;187833;213254.6729;187665.6733;1455.327148;167.3266602
1202;214698;187893;213254.6729;187665.6733;1443.327148;227.3266602
1203;214673;187907;213254.6729;187665.6733;1418.327148;241.3266602
1204;214708;187882;213254.6729;187665.6733;1453.327148;216.3266602
1205;214695;187836;213254.6729;187665.6733;1440.327148;170.3266602
1206;214655;187884;213254.6729;187665.6733;1400.327148;218.3266602
1207;214561;187875;213254.6729;187665.6733;1306.327148;209.3266602
1208;214620;187878;213254.6729;187665.6733;1365.327148;212.3266602
1209;214621;187970;213254.6729;187665.6733;1366.327148;304.3266602
1210;214622;187932;213254.6729;187665.6733;1367.327148;266.3266602
1211;214659;187912;213254.6729;187665.6733;1404.327148;246.3266602
1212;214591;187860;213254.6729;187665.6733;1336.327148;194.3266602
1213;214519;187881;213254.6729;187665.6733;1264.327148;215.3266602
1214;214676;187799;213254.6729;187665.6733;1421.327148;133.3266602
1215;214594;187854;213254.6729;187665.6733;1339.327148;188.3266602
1216;214602;187827;213254.6729;187665.6733;1347.327148;161.3266602
1217;214500;187842;213254.6729;187665.6733;1245.327148;176.3266602
1218;214532;187754;213254.6729;187665.6733;1277.327148;88.32666016
1219;214514;187775;213254.6729;187665.6733;1259.327148;109.3266602
1220;214572;187813;213254.6729;187665.6733;1317.327148;147.3266602
1221;214455;187799;213254.6729;187665.6733;1200.327148;133.3266602
1222;214597;187799;213254.6729;187665.6733;1342.327148;133.3266602
1223;214501;187903;213254.6729;187665.6733;1246.327148;237.3266602
1224;214540;187848;213254.6729;187665.6733;1285.327148;182.3266602
1225;214723;187903;213254.6729;187665.6733;1468.327148;237.3266602
1226;214761;187841;213254.6729;187665.6733;1506.327148;175.3266602
1227;214631;187819;213254.6729;187665.6733;1376.327148;153.3266602
1228;214666;187887;213254.6729;187665.6733;1411.327148;221.3266602
1229;214777;187906;213254.6729;187665.6733;1522.327148;240.3266602
1230;214772;187944;213254.6729;187665.6733;1517.327148;278.3266602
1231;214750;187910;213254.6729;187665.6733;1495.327148;244.3266602
1232;214650;187908;213254.6729;187665.6733;1395.327148;242.3266602
1233;214598;187870;213254.6729;187665.6733;1343.327148;204.3266602
1234;214446;187782;213254.6729;187665.6733;1191.327148;116.3266602
1235;214438;187911;213254.6729;187665.6733;1183.327148;245.3266602
1236;214419;187906;213254.6729;187665.6733;1164.327148;240.3266602
1237;214474;188008;213254.6729;187665.6733;1219.327148;342.3266602
1238;214366;187848;213254.6729;187665.6733;1111.327148;182.3266602
1239;214324;187885;213254.6729;187665.6733;1069.327148;219.3266602
1240;214405;187921;213254.6729;187665.6733;1150.327148;255.3266602
1241;214514;187980;213254.6729;187665.6733;1259.327148;314.3266602
1242;214397;187749;213254.6729;187665.6733;1142.327148;83.32666016
1243;214403;187842;213254.6729;187665.6733;1148.327148;176.3266602
1244;214444;187818;213254.6729;187665.6733;1189.327148;152.3266602
1245;214422;187941;213254.6729;187665.6733;1167.327148;275.3266602
1246;214310;187812;213254.6729;187665.6733;1055.327148;146.3266602
1247;214431;187814;213254.6729;187665.6733;1176.327148;148.3266602
1248;214493;187791;213254.6729;187665.6733;1238.327148;125.3266602
1249;214385;187769;213254.6729;187665.6733;1130.327148;103.3266602
1250;214387;187869;213254.6729;187665.6733;1132.327148;203.3266602
1251;214452;187840;213254.6729;187665.6733;1197.327148;174.3266602
1252;214492;187862;213254.6729;187665.6733;1237.327148;196.3266602
1253;214471;187931;213254.6729;187665.6733;1216.327148;265.3266602
1254;214426;188030;213254.6729;187665.6733;1171.327148;364.3266602
1255;214454;187983;213254.6729;187665.6733;1199.327148;317.3266602
1256;214513;188136;213254.6729;187665.6733;1258.327148;470.3266602
1257;214470;188013;213254.6729;187665.6733;1215.327148;347.3266602
1258;214357;188037;213254.6729;187665.6733;1102.327148;371.3266602
1259;214306;187882;213254.6729;187665.6733;1051.327148;216.3266602
1260;214348;187860;213254.6729;187665.6733;1093.327148;194.3266602
1261;214315;187797;213254.6729;187665.6733;1060.327148;131.3266602
1262;214380;187845;213254.6729;187665.6733;1125.327148;179.3266602
1263;214405;188022;213254.6729;187665.6733;1150.327148;356.3266602
1264;214292;187953;213254.6729;187665.6733;1037.327148;287.3266602
1265;214351;187977;213254.6729;187665.6733;1096.327148;311.3266602
1266;214392;188036;213254.6729;187665.6733;1137.327148;370.3266602
